frame_id,timestamp,has_detection,bbox_cx,bbox_cy,bbox_w,bbox_h,det_confidence,z_mono,z_stereo,disparity,stereo_conf,depth_method,obs_x,obs_y,obs_z
15,18980.983945,1,980.12,696.58,33.31,33.24,0.8840,3.8195,4.5658,19.1129,0.6098,1,0.0036,0.7347,4.7120
16,18980.999822,1,980.39,696.24,34.10,32.54,0.9012,3.7311,4.4669,19.5358,0.6614,1,0.0053,0.7166,4.6100
17,18981.015723,1,980.54,696.38,33.52,32.88,0.8911,3.7955,4.4862,19.4519,0.6489,1,0.0062,0.7206,4.6299
18,18981.031536,1,980.11,696.36,33.38,32.87,0.8864,3.8124,4.6187,18.8937,0.6586,1,0.0036,0.7418,4.7667
19,18981.047469,1,980.55,696.18,33.23,32.55,0.8963,3.8285,4.4304,19.6966,0.6875,1,0.0062,0.7104,4.5724
20,18981.063391,1,980.25,696.51,33.60,32.64,0.8941,3.7867,4.4170,19.7565,0.7232,1,0.0043,0.7103,4.5585
21,18981.079291,1,980.39,696.64,33.49,32.62,0.8911,3.7990,4.4260,19.7164,0.6853,1,0.0052,0.7126,4.5678
22,18981.095245,1,980.56,696.61,33.24,32.59,0.8948,3.8276,4.4352,19.6755,0.7058,1,0.0063,0.7139,4.5773
23,18981.111162,1,980.37,696.24,33.09,32.65,0.8800,3.8457,4.5921,19.0032,0.6748,1,0.0053,0.7367,4.7392
24,18981.127095,1,980.59,696.79,32.66,33.15,0.8864,3.8963,4.6674,18.6966,0.6929,1,0.0068,0.7524,4.8170
25,18981.142891,1,980.27,696.14,33.53,32.90,0.8963,3.7946,4.4368,19.6685,0.7057,1,0.0044,0.7112,4.5789
26,18981.158780,1,980.50,696.48,33.16,32.91,0.8856,3.8366,4.4062,19.8051,0.6978,1,0.0058,0.7019,4.5056
27,18981.174715,1,980.55,696.38,33.45,33.43,0.8800,3.8043,4.5030,19.3791,0.7043,1,0.0062,0.7167,4.6047
28,18981.193276,1,980.37,696.56,32.96,32.44,0.8933,3.8602,4.5244,19.2876,0.7054,1,0.0051,0.7213,4.6265
29,18981.210141,1,980.25,696.78,33.26,32.70,0.8749,3.8258,4.5608,19.1336,0.6856,1,0.0044,0.7284,4.6637
30,18981.226001,1,980.52,696.64,33.34,33.38,0.8808,3.8159,4.4493,19.6132,0.6843,1,0.0059,0.7098,4.5497
31,18981.241879,1,980.78,696.38,33.43,33.08,0.8991,3.8061,4.5612,19.1318,0.6293,1,0.0078,0.7260,4.6642
32,18981.257783,1,980.38,696.62,33.94,33.05,0.8880,3.7492,4.3621,20.0052,0.7789,1,0.0050,0.6957,4.4605
33,18981.273662,1,980.52,696.48,33.50,33.01,0.8791,3.7981,4.4877,19.4453,0.6728,1,0.0060,0.7149,4.5890
34,18981.289309,1,980.30,696.52,33.88,32.98,0.9053,3.7561,4.4082,19.7959,0.7295,1,0.0045,0.7025,4.5077
35,18981.305257,1,980.50,696.50,33.27,32.90,0.8888,3.8240,4.4144,19.7679,0.6933,1,0.0058,0.7034,4.5141
36,18981.321323,1,980.40,696.20,33.02,32.82,0.8606,3.8539,4.5970,18.9830,0.6055,1,0.0054,0.7305,4.7007
37,18981.339351,1,980.12,696.50,33.48,32.56,0.8955,3.7999,4.5582,19.1443,0.7195,1,0.0035,0.7263,4.6611
38,18981.355825,1,980.45,696.40,33.23,32.86,0.8926,3.8285,4.4642,19.5476,0.6878,1,0.0055,0.7106,4.5650
39,18981.372189,1,980.63,696.56,33.11,33.04,0.8840,3.8429,4.5193,19.3091,0.7394,1,0.0068,0.7204,4.6213
40,18981.388130,1,980.25,696.32,33.66,32.32,0.9005,3.7796,4.4215,19.7363,0.6956,1,0.0043,0.7033,4.5213
41,18981.404752,1,980.40,696.69,33.89,33.24,0.8948,3.7544,4.3681,19.9778,0.7669,1,0.0051,0.6971,4.4667
42,18981.422316,1,980.49,696.69,33.51,33.21,0.8670,3.7972,4.4000,19.8330,0.6937,1,0.0057,0.7022,4.4993
43,18981.439803,1,980.36,696.56,33.30,32.38,0.8808,3.8204,4.4175,19.7542,0.7462,1,0.0049,0.7042,4.5172
44,18981.455831,1,980.41,696.55,33.73,32.59,0.8948,3.7726,4.4021,19.8233,0.7173,1,0.0052,0.7017,4.5015
45,18981.471680,1,980.50,696.95,33.22,33.39,0.8903,3.8303,4.3556,20.0352,0.7285,1,0.0057,0.6911,4.4179
46,18981.487534,1,980.20,696.73,33.45,32.48,0.8732,3.8035,4.5663,19.1106,0.7327,1,0.0040,0.7231,4.6317
47,18981.505616,1,980.15,696.23,34.11,32.66,0.8864,3.7303,4.4396,19.6559,0.6792,1,0.0036,0.7000,4.5032
48,18981.522843,1,980.54,696.50,32.54,32.38,0.8222,3.9103,4.6832,18.6335,0.6770,1,0.0063,0.7401,4.7502
49,18981.537581,1,980.38,696.54,33.57,33.08,0.8840,3.7902,4.3849,19.9013,0.7609,1,0.0050,0.6932,4.4476
50,18981.556255,1,980.52,696.44,33.54,32.94,0.8933,3.7937,4.4211,19.7382,0.7184,1,0.0059,0.6983,4.4844
51,18981.573810,1,980.25,696.26,33.25,33.20,0.8832,3.8267,4.5525,19.1687,0.6724,1,0.0043,0.7180,4.6176
52,18981.587816,1,980.16,696.68,33.33,32.57,0.8783,3.8177,4.5556,19.1553,0.6956,1,0.0038,0.7211,4.6208
53,18981.607864,1,980.31,696.23,33.91,32.91,0.8918,3.7526,4.4038,19.8157,0.7286,1,0.0046,0.6944,4.4668
54,18981.623794,1,980.48,696.41,33.72,33.20,0.8998,3.7735,4.4448,19.6332,0.7420,1,0.0057,0.7019,4.5084
55,18981.639660,1,980.24,696.45,33.66,32.91,0.8970,3.7796,4.4218,19.7351,0.7651,1,0.0042,0.6985,4.4851
56,18981.655550,1,980.64,696.52,33.34,32.92,0.8970,3.8168,4.3574,20.0267,0.7487,1,0.0065,0.6834,4.3851
57,18981.672356,1,980.10,697.07,33.45,33.27,0.8741,3.8035,4.4842,19.4604,0.7697,1,0.0033,0.7067,4.5127
58,18981.688165,1,980.16,696.57,34.12,33.27,0.9005,3.7286,4.4319,19.6901,0.7369,1,0.0036,0.6954,4.4601
59,18981.703258,1,980.43,696.52,33.09,33.09,0.8948,3.8457,4.5437,19.2055,0.7012,1,0.0055,0.7126,4.5726
60,18981.722346,1,980.50,696.47,32.88,32.87,0.8783,3.8703,4.6536,18.7522,0.6626,1,0.0060,0.7295,4.6832
61,18981.738758,1,980.28,696.40,33.34,32.67,0.9040,3.8168,4.5809,19.0499,0.6866,1,0.0045,0.7176,4.6100
62,18981.757305,1,980.36,696.14,33.47,33.10,0.8824,3.8017,4.4496,19.6118,0.7136,1,0.0049,0.6955,4.4779
63,18981.776278,1,980.35,696.64,33.20,32.74,0.8903,3.8330,4.4777,19.4888,0.7873,1,0.0048,0.7030,4.5062
64,18981.795109,1,980.70,696.39,33.19,32.21,0.8783,3.8339,4.5473,19.1902,0.6594,1,0.0072,0.7123,4.5763
65,18981.811854,1,980.27,696.71,33.94,33.29,0.8941,3.7492,4.3664,19.9854,0.7788,1,0.0042,0.6860,4.3942
66,18981.827810,1,980.24,696.71,33.52,33.29,0.8933,3.7964,4.3829,19.9102,0.7256,1,0.0041,0.6886,4.4108
67,18981.843710,1,980.25,696.17,33.77,32.76,0.8832,3.7674,4.4191,19.7472,0.6647,1,0.0042,0.6909,4.4472
68,18981.859659,1,980.28,696.13,33.50,32.45,0.8856,3.7981,4.3926,19.8663,0.7514,1,0.0044,0.6865,4.4206
69,18981.875473,1,980.21,696.71,33.45,33.43,0.8824,3.8043,4.5219,19.2984,0.6981,1,0.0040,0.7103,4.5506
70,18981.891317,1,980.64,696.31,32.97,32.63,0.8732,3.8593,4.5646,19.1177,0.6444,1,0.0068,0.7145,4.5937
71,18981.907031,1,980.07,696.46,33.32,32.29,0.8625,3.8186,4.4954,19.4119,0.7302,1,0.0031,0.7047,4.5240
72,18981.923165,1,979.91,696.74,33.32,32.74,0.8539,3.8186,4.5489,19.1838,0.7786,1,0.0022,0.7148,4.5778
73,18981.938805,1,980.09,696.16,33.34,32.30,0.8880,3.8159,4.5389,19.2259,0.7259,1,0.0033,0.7096,4.5678
74,18981.956138,1,980.18,696.64,33.12,32.40,0.8470,3.8420,4.5055,19.3687,0.7185,1,0.0039,0.7074,4.5341
75,18981.972280,1,980.34,696.61,33.21,33.02,0.8578,3.8312,4.4985,19.3986,0.7475,1,0.0048,0.7061,4.5271
76,18981.987961,1,980.27,696.38,33.06,32.74,0.8652,3.8484,4.5247,19.2861,0.7578,1,0.0044,0.7087,4.5535
77,18982.005984,1,980.13,696.46,32.58,32.37,0.8643,3.9056,4.5150,19.3276,0.7379,1,0.0035,0.7077,4.5438
78,18982.022085,1,980.07,696.18,33.48,32.37,0.8480,3.8008,4.5759,19.0704,0.6732,1,0.0032,0.7155,4.6050
79,18982.037530,1,979.97,696.36,32.91,32.40,0.8706,3.8667,4.5750,19.0742,0.7033,1,0.0026,0.7165,4.6041
80,18982.056342,1,979.96,696.35,33.57,32.65,0.8652,3.7897,4.5425,19.2106,0.7662,1,0.0025,0.7113,4.5714
81,18982.072255,1,980.19,696.12,32.71,32.07,0.8606,3.8893,4.4695,19.5243,0.7984,1,0.0038,0.6931,4.4631
82,18982.087371,1,980.18,696.17,32.68,32.35,0.8918,3.8935,4.5505,19.1770,0.7029,1,0.0038,0.7059,4.5439
83,18982.105623,1,979.79,696.46,33.13,32.70,0.8800,3.8407,4.5452,19.1993,0.7071,1,0.0014,0.7069,4.5386
84,18982.122871,1,980.38,696.57,32.90,32.52,0.8724,3.8671,4.5055,19.3683,0.7764,1,0.0050,0.7014,4.4990
85,18982.137677,1,979.85,696.34,33.50,32.07,0.8864,3.7986,4.5282,19.2714,0.7676,1,0.0017,0.7035,4.5216
86,18982.156320,1,979.85,696.64,33.29,33.09,0.8800,3.8222,4.5401,19.2208,0.6985,1,0.0018,0.7072,4.5335
87,18982.172227,1,980.12,696.09,32.61,31.82,0.8222,3.9014,4.4731,19.5089,0.7206,1,0.0034,0.6884,4.4345
88,18982.187447,1,980.05,696.37,33.52,32.41,0.8741,3.7959,4.5063,19.3651,0.7308,1,0.0030,0.6953,4.4674
89,18982.205607,1,979.76,696.46,32.61,32.12,0.8510,3.9019,4.4922,19.4260,0.7692,1,0.0012,0.6936,4.4534
90,18982.222382,1,980.02,696.14,32.48,31.99,0.8568,3.9178,4.5076,19.3593,0.7782,1,0.0028,0.6941,4.4687
91,18982.238271,1,980.28,696.04,33.25,32.21,0.8615,3.8271,4.5791,19.0573,0.7058,1,0.0045,0.7044,4.5395
92,18982.256338,1,980.42,696.09,32.88,31.70,0.8490,3.8694,4.4818,19.4707,0.7072,1,0.0052,0.6898,4.4432
93,18982.272197,1,980.22,696.07,32.72,31.59,0.7705,3.8884,4.5247,19.2861,0.7134,1,0.0040,0.6962,4.4857
94,18982.287388,1,979.88,695.96,33.03,31.74,0.8688,3.8520,4.5208,19.3029,0.6847,1,0.0019,0.6950,4.4818
95,18982.305752,1,980.21,696.18,33.05,32.30,0.8520,3.8502,4.5410,19.2169,0.6961,1,0.0040,0.6994,4.5018
96,18982.321872,1,980.12,695.95,32.96,32.10,0.8333,3.8607,4.5572,19.1486,0.7049,1,0.0034,0.7005,4.5179
97,18982.339469,1,980.28,696.11,32.47,31.95,0.8615,3.9190,4.7384,18.4166,0.6736,1,0.0046,0.7294,4.6975
98,18982.356962,1,979.96,696.36,31.55,31.62,0.6406,4.0333,4.8315,18.0616,0.6738,1,0.0026,0.7454,4.7898
99,18982.372097,1,980.14,696.07,32.73,31.88,0.8355,3.8879,4.5193,19.3092,0.7261,1,0.0035,0.6955,4.4803
100,18982.389376,1,980.39,696.53,32.88,32.16,0.8568,3.8699,4.5448,19.2010,0.6946,1,0.0051,0.7022,4.5056
101,18982.406864,1,979.93,696.13,32.36,32.34,0.8470,3.9320,4.5861,19.0283,0.7086,1,0.0023,0.7061,4.5465
102,18982.427613,1,980.11,696.34,32.31,32.88,0.8758,3.9377,4.5662,19.1110,0.6952,1,0.0034,0.7044,4.5268
103,18982.444326,1,980.25,696.36,33.00,32.27,0.8688,3.8552,4.5247,19.2863,0.7103,1,0.0042,0.6981,4.4857
104,18982.460214,1,980.33,696.08,32.85,31.93,0.8510,3.8736,4.5294,19.2664,0.7587,1,0.0047,0.6971,4.4903
105,18982.476081,1,979.58,696.00,32.48,32.18,0.8679,3.9178,4.6335,18.8334,0.6760,1,0.0001,0.7126,4.5935
106,18982.491888,1,980.00,696.11,32.68,32.52,0.8715,3.8935,4.5736,19.0803,0.6932,1,0.0027,0.7040,4.5341
107,18982.507787,1,980.23,696.30,33.22,33.03,0.8800,3.8303,4.5616,19.1304,0.7509,1,0.0042,0.7033,4.5222
108,18982.523716,1,980.06,696.30,33.56,32.97,0.8840,3.7911,4.6120,18.9211,0.6863,1,0.0031,0.7111,4.5722
109,18982.539601,1,980.30,696.28,33.32,32.52,0.8724,3.8186,4.5249,19.2852,0.7285,1,0.0045,0.6976,4.4859
110,18982.556216,1,980.30,696.25,33.27,33.00,0.8941,3.8249,4.5359,19.2386,0.7152,1,0.0046,0.6991,4.4968
111,18982.572197,1,980.31,696.56,33.22,33.06,0.8926,3.8303,4.4721,19.5130,0.7824,1,0.0046,0.6912,4.4335
112,18982.590734,1,980.12,696.35,33.65,32.55,0.8741,3.7814,4.5157,19.3248,0.7211,1,0.0034,0.6966,4.4767
113,18982.611034,1,980.18,696.55,33.79,32.78,0.8832,3.7656,4.3608,20.0113,0.7568,1,0.0036,0.6739,4.3231
114,18982.627625,1,980.08,696.65,34.07,32.98,0.9093,3.7346,4.3739,19.9513,0.7930,1,0.0031,0.6765,4.3361
115,18982.643445,1,980.19,696.53,33.88,32.95,0.8824,3.7561,4.3816,19.9160,0.8223,1,0.0037,0.6770,4.3438
116,18982.659385,1,980.28,696.56,33.55,32.94,0.8749,3.7919,4.4044,19.8132,0.7583,1,0.0043,0.6807,4.3663
117,18982.675210,1,980.42,696.23,33.22,32.95,0.8840,3.8303,4.4166,19.7584,0.7704,1,0.0052,0.6806,4.3785
118,18982.691151,1,980.37,696.26,33.58,32.29,0.8539,3.7893,4.3868,19.8925,0.7115,1,0.0048,0.6762,4.3490
119,18982.707070,1,980.45,695.94,33.66,32.38,0.8749,3.7805,4.4326,19.6871,0.7832,1,0.0054,0.6813,4.3943
120,18982.722941,1,980.90,696.14,33.02,33.28,0.8758,3.8529,4.5618,19.1292,0.6618,1,0.0083,0.7024,4.5225
121,18982.739642,1,980.52,696.32,33.73,32.57,0.8977,3.7717,4.4056,19.8077,0.7351,1,0.0058,0.6794,4.3676
122,18982.760140,1,980.70,696.54,34.12,33.27,0.9012,3.7294,4.4113,19.7820,0.7640,1,0.0068,0.6816,4.3732
123,18982.779886,1,980.73,696.26,33.71,32.70,0.8977,3.7744,4.4582,19.5740,0.7362,1,0.0071,0.6872,4.4197
124,18982.795797,1,980.68,696.43,33.64,32.80,0.9033,3.7823,4.4093,19.7908,0.6953,1,0.0067,0.6807,4.3713
125,18982.811779,1,980.57,696.55,34.27,33.41,0.8816,3.7133,4.4445,19.6344,0.7644,1,0.0061,0.6868,4.4061
126,18982.827624,1,980.89,696.43,33.53,32.80,0.8715,3.7946,4.5571,19.1491,0.6534,1,0.0082,0.7035,4.5178
127,18982.843574,1,980.39,696.09,33.76,32.62,0.8918,3.7691,4.4400,19.6543,0.7105,1,0.0050,0.6833,4.4017
128,18982.859450,1,980.87,696.19,33.12,32.70,0.8661,3.8420,4.4956,19.4109,0.6946,1,0.0080,0.6925,4.4568
129,18982.875332,1,980.46,696.26,33.39,32.98,0.8634,3.8106,4.3997,19.8341,0.7522,1,0.0054,0.6782,4.3618
130,18982.891253,1,980.61,696.02,33.55,32.79,0.8977,3.7919,4.4027,19.8207,0.7198,1,0.0062,0.6772,4.3647
131,18982.907216,1,980.78,696.39,34.02,33.09,0.8832,3.7397,4.3697,19.9705,0.7695,1,0.0072,0.6743,4.3320
132,18982.922938,1,980.70,696.56,33.97,33.37,0.8749,3.7457,4.4291,19.7026,0.7483,1,0.0069,0.6845,4.3909
133,18982.939801,1,980.54,696.02,34.07,32.66,0.9019,3.7346,4.4486,19.6162,0.6545,1,0.0059,0.6842,4.4102
134,18982.955646,1,980.56,696.41,33.44,33.02,0.8652,3.8052,4.4120,19.7788,0.7062,1,0.0060,0.6810,4.3739
135,18982.972198,1,980.77,696.45,33.33,32.70,0.8998,3.8177,4.5562,19.1529,0.6021,1,0.0075,0.7034,4.5169
136,18982.988963,1,980.25,696.23,34.12,32.27,0.8948,3.7294,4.4980,19.4008,0.6668,1,0.0042,0.6931,4.4592
137,18983.006772,1,980.16,696.38,33.42,32.75,0.8715,3.8070,4.5956,18.9885,0.7523,1,0.0038,0.7091,4.5560
138,18983.022620,1,980.00,696.50,32.96,32.44,0.8724,3.8602,4.6023,18.9611,0.6404,1,0.0027,0.7109,4.5626
139,18983.039242,1,980.06,696.16,32.53,31.70,0.8688,3.9112,4.6142,18.9120,0.6295,1,0.0031,0.7106,4.5744
140,18983.056034,1,979.83,696.36,33.18,31.72,0.6654,3.8348,4.5750,19.0743,0.6712,1,0.0017,0.7058,4.5355
141,18983.072158,1,980.05,696.79,33.73,32.77,0.8926,3.7717,4.6013,18.9651,0.6534,1,0.0031,0.7126,4.5616
142,18983.088836,1,980.56,696.25,33.37,32.37,0.9040,3.8133,4.4891,19.4391,0.7206,1,0.0061,0.6919,4.4504
143,18983.105373,1,980.71,696.94,33.49,32.38,0.8549,3.7990,4.4536,19.5940,0.6767,1,0.0070,0.6906,4.4152
144,18983.121763,1,980.46,696.68,34.17,32.80,0.8991,3.7235,4.4326,19.6872,0.7166,1,0.0054,0.6858,4.3943
145,18983.139363,1,980.68,696.14,33.30,32.59,0.8933,3.8204,4.6109,18.9258,0.6505,1,0.0070,0.7099,4.5711
146,18983.156115,1,980.63,696.72,34.91,32.56,0.8816,3.6443,4.3504,20.0589,0.7093,1,0.0063,0.6733,4.3129
147,18983.171995,1,980.69,696.29,34.38,32.46,0.8856,3.7006,4.4821,19.4694,0.6650,1,0.0069,0.6911,4.4435
148,18983.187955,1,981.67,696.39,35.84,32.84,0.8911,3.5506,4.2422,20.5707,0.7345,1,0.0122,0.6546,4.2056
149,18983.205589,1,982.12,696.91,36.09,33.94,0.8800,3.5252,4.2173,20.6923,0.7993,1,0.0147,0.6538,4.1809
150,18983.222850,1,982.34,696.53,36.58,33.74,0.8941,3.4785,4.2289,20.6354,0.7484,1,0.0160,0.6534,4.1924
151,18983.240173,1,982.41,696.56,37.16,34.12,0.8963,3.4244,4.1478,21.0386,0.7392,1,0.0161,0.6411,4.1120
152,18983.254742,1,982.47,696.48,38.50,34.86,0.8888,3.3049,3.9995,21.8189,0.8595,1,0.0158,0.6177,3.9650
153,18983.274532,1,982.01,696.73,36.95,34.65,0.8948,3.4432,4.0858,21.3578,0.7783,1,0.0136,0.6324,4.0506
154,18983.290201,1,981.68,696.48,36.34,34.20,0.9005,3.5017,4.1936,20.8091,0.7616,2,0.0119,0.6366,4.0868
155,18983.306312,1,981.30,696.59,36.38,33.66,0.8791,3.4972,4.2260,20.6493,0.7679,2,0.0098,0.6416,4.1144
156,18983.322236,1,981.44,696.60,35.56,33.37,0.8791,3.5779,4.2011,20.7719,0.7660,2,0.0106,0.6395,4.1009
157,18983.339778,1,980.96,697.10,36.09,33.96,0.8766,3.5260,4.0738,21.4211,0.7782,2,0.0077,0.6238,3.9826
158,18983.356090,1,981.33,697.01,35.34,33.48,0.8816,3.6000,4.1515,21.0201,0.7688,2,0.0098,0.6353,4.0587
159,18983.372491,1,981.20,697.15,34.94,33.48,0.8775,3.6419,4.2812,20.3831,0.7661,2,0.0094,0.6547,4.1778
160,18983.387921,1,981.45,696.88,35.37,33.94,0.9026,3.5976,4.1555,20.9996,0.7366,2,0.0105,0.6351,4.0628
161,18983.405491,1,981.10,696.87,34.48,33.57,0.8679,3.6897,4.2756,20.4098,0.7431,2,0.0088,0.6533,4.1789
162,18983.421690,1,981.33,696.96,35.38,34.12,0.8955,3.5960,4.1815,20.8690,0.6635,2,0.0099,0.6393,4.0864
163,18983.437512,1,980.36,696.85,35.10,34.26,0.8911,3.6248,4.2887,20.3474,0.8528,1,0.0047,0.6645,4.2517
164,18983.455839,1,980.86,697.08,35.55,34.29,0.9093,3.5786,4.2348,20.6068,0.7204,1,0.0074,0.6575,4.1982
165,18983.472424,1,980.57,696.80,34.96,34.55,0.9053,3.6394,4.2493,20.5364,0.6780,1,0.0058,0.6581,4.2126
166,18983.487176,1,980.59,696.34,34.40,33.99,0.9060,3.6989,4.4093,19.7910,0.7418,1,0.0062,0.6801,4.3713
167,18983.506011,1,980.57,696.37,34.29,33.73,0.8903,3.7107,4.4129,19.7751,0.7061,1,0.0060,0.6809,4.3748
168,18983.522129,1,980.46,696.72,34.64,33.62,0.9033,3.6731,4.4418,19.6464,0.7034,1,0.0054,0.6874,4.4034
169,18983.537373,1,980.18,696.46,33.89,33.52,0.8991,3.7544,4.4195,19.7454,0.7313,1,0.0037,0.6824,4.3813
170,18983.555800,1,980.05,696.67,33.85,32.96,0.8911,3.7587,4.5412,19.2164,0.7256,1,0.0030,0.7025,4.5020
171,18983.571882,1,980.95,697.10,34.84,33.46,0.8941,3.6517,4.3520,20.0515,0.6965,1,0.0082,0.6758,4.3145
172,18983.589377,1,981.02,696.93,34.85,33.77,0.8977,3.6508,4.2787,20.3951,0.7752,1,0.0085,0.6634,4.2418
173,18983.607105,1,981.85,697.21,34.77,33.62,0.8903,3.6599,4.3402,20.1063,0.5889,1,0.0135,0.6746,4.3027
174,18983.625756,1,981.78,696.95,34.34,34.16,0.8991,3.7048,4.4302,19.6975,0.6580,1,0.0134,0.6871,4.3920
175,18983.642789,1,981.41,696.82,35.39,34.83,0.9047,3.5948,4.2981,20.3031,0.5505,1,0.0108,0.6658,4.2610
176,18983.658675,1,981.77,696.59,34.50,34.69,0.9012,3.6881,4.3872,19.8907,0.6131,1,0.0132,0.6782,4.3493
177,18983.674231,1,981.79,696.61,34.24,34.57,0.9019,3.7158,4.5292,19.2670,0.6993,1,0.0137,0.7003,4.4901
178,18983.690259,1,982.25,696.49,33.50,34.05,0.8977,3.7982,4.4908,19.4320,0.5750,1,0.0164,0.6936,4.4520
179,18983.706399,1,981.66,696.36,33.98,34.40,0.8984,3.7440,4.4582,19.5737,0.7870,1,0.0128,0.6878,4.4198
180,18983.722319,1,981.24,696.28,34.37,34.12,0.9019,3.7019,4.4761,19.4957,0.7519,1,0.0102,0.6901,4.4375
181,18983.739229,1,981.48,696.27,34.63,34.34,0.9026,3.6739,4.4775,19.4896,0.7266,1,0.0117,0.6902,4.4389
182,18983.761059,1,981.36,696.20,34.07,34.08,0.9005,3.7348,4.5245,19.2871,0.6767,1,0.0110,0.6970,4.4855
183,18983.779412,1,981.45,696.35,34.25,34.18,0.9012,3.7150,4.5099,19.3497,0.7498,1,0.0116,0.6957,4.4709
184,18983.795336,1,980.88,696.39,34.97,34.35,0.9047,3.6386,4.4351,19.6757,0.7141,1,0.0079,0.6844,4.3969
185,18983.811245,1,979.62,696.79,36.80,34.65,0.9026,3.4575,4.1072,21.2466,0.8539,1,0.0003,0.6360,4.0718
186,18983.827132,1,979.62,696.52,37.16,34.57,0.9080,3.4240,4.1387,21.0850,0.8896,1,0.0003,0.6394,4.1030
187,18983.843035,1,979.48,696.54,36.75,34.29,0.8991,3.4622,4.2457,20.5536,0.9024,1,-0.0005,0.6561,4.2091
188,18983.858896,1,978.98,696.85,38.41,34.77,0.8963,3.3129,3.9757,21.9496,0.9597,1,-0.0031,0.6160,3.9414
189,18983.874739,1,979.08,696.87,37.79,33.95,0.8970,3.3674,4.1120,21.2218,0.9678,1,-0.0027,0.6373,4.0765
190,18983.890608,1,979.49,697.00,36.92,33.31,0.8963,3.4461,4.2090,20.7330,0.9853,1,-0.0004,0.6530,4.1727
191,18983.906595,1,979.29,696.96,36.23,33.56,0.8808,3.5123,4.2773,20.4018,0.9159,1,-0.0016,0.6634,4.2404
192,18983.922415,1,980.02,696.83,36.05,33.09,0.8933,3.5294,4.1455,21.0505,0.9452,1,0.0026,0.6422,4.1097
193,18983.939353,1,979.62,696.84,35.60,32.88,0.8918,3.5739,4.2324,20.6182,0.8506,1,0.0003,0.6557,4.1959
194,18983.956054,1,980.65,696.47,32.74,32.25,0.8816,3.8865,4.5594,19.1394,0.6510,1,0.0067,0.7041,4.5201
195,18983.972559,1,980.52,696.27,33.58,32.77,0.8758,3.7889,4.4181,19.7515,0.7452,2,0.0057,0.6712,4.3164
196,18983.988388,1,980.42,696.30,33.09,32.55,0.8715,3.8448,4.6203,18.8873,0.6465,1,0.0054,0.7124,4.5804
197,18984.005600,1,981.58,696.50,34.90,33.62,0.8210,3.6455,4.1584,20.9850,0.7858,1,0.0113,0.6382,4.0957
198,18984.021739,1,981.18,696.22,33.08,33.27,0.8724,3.8464,4.4578,19.5756,0.7642,1,0.0097,0.6824,4.3906
199,18984.039804,1,981.80,695.83,32.98,33.78,0.8888,3.8575,4.3693,19.9722,0.8700,1,0.0132,0.6627,4.2787
200,18984.055662,1,980.74,695.46,32.98,33.36,0.8903,3.8575,4.5450,19.2001,0.7231,1,0.0072,0.6871,4.4508
201,18984.074772,1,981.43,696.42,33.14,34.38,0.8941,3.8393,4.2825,20.3770,0.8128,1,0.0107,0.6500,4.1744
202,18984.091669,1,981.27,696.00,33.56,34.12,0.8977,3.7911,4.3076,20.2581,0.7889,1,0.0098,0.6479,4.1765
