frame_id,timestamp,has_detection,bbox_cx,bbox_cy,bbox_w,bbox_h,det_confidence,z_mono,z_stereo,disparity,stereo_conf,depth_method,obs_x,obs_y,obs_z
33,18770.539597,1,1021.82,760.89,64.42,64.34,0.9252,1.9782,2.2913,38.0817,0.8122,2,0.1348,0.5669,2.3195
34,18770.559161,1,1021.94,759.20,64.31,62.20,0.9263,1.9816,2.3176,37.6493,0.7781,2,0.1365,0.5668,2.3417
35,18770.576267,1,1021.81,759.56,64.31,62.31,0.9258,1.9816,2.3518,37.1031,0.7167,2,0.1377,0.5749,2.3702
36,18770.593930,1,1021.79,760.62,63.98,63.86,0.9247,1.9918,2.3437,37.2306,0.7685,2,0.1374,0.5775,2.3666
37,18770.609909,1,1021.88,759.34,64.11,62.50,0.9258,1.9879,2.3581,37.0027,0.7594,2,0.1384,0.5762,2.3784
38,18770.625836,1,1022.02,760.20,64.53,63.64,0.9263,1.9749,2.2943,38.0322,0.7800,2,0.1357,0.5656,2.3232
39,18770.641544,1,1021.95,760.62,63.98,64.19,0.9247,1.9918,2.3207,37.5997,0.7626,2,0.1369,0.5730,2.3482
40,18770.657374,1,1021.79,759.38,64.11,62.77,0.9268,1.9879,2.3368,37.3406,0.7364,2,0.1371,0.5721,2.3607
41,18770.673281,1,1021.85,759.66,64.05,62.44,0.9247,1.9898,2.3563,37.0316,0.7496,2,0.1383,0.5770,2.3776
42,18770.689376,1,1021.90,760.93,64.39,64.17,0.9247,1.9792,2.2943,38.0323,0.8009,2,0.1353,0.5682,2.3243
43,18770.706936,1,1021.77,759.40,64.16,61.80,0.9252,1.9864,2.3518,37.1030,0.7623,2,0.1377,0.5751,2.3731
44,18770.722857,1,1021.99,759.73,63.89,62.41,0.9258,1.9947,2.3555,37.0443,0.6791,2,0.1388,0.5775,2.3783
45,18770.738851,1,1021.84,760.73,64.62,64.09,0.9252,1.9720,2.2964,37.9983,0.7759,2,0.1352,0.5676,2.3247
46,18770.756852,1,1021.65,759.77,64.39,62.47,0.9252,1.9792,2.3142,37.7059,0.7910,2,0.1355,0.5683,2.3404
47,18770.772533,1,1022.05,760.10,63.84,63.14,0.9252,1.9962,2.3215,37.5868,0.7306,2,0.1373,0.5717,2.3497
48,18770.789566,1,1021.72,761.22,64.25,64.19,0.9241,1.9835,2.3211,37.5940,0.7646,2,0.1361,0.5746,2.3466
49,18770.806907,1,1022.24,759.74,64.27,62.98,0.9263,1.9831,2.3162,37.6734,0.7080,2,0.1375,0.5687,2.3423
50,18770.822847,1,1022.09,760.01,63.83,62.64,0.9258,1.9967,2.2961,38.0025,0.6813,2,0.1350,0.5614,2.3085
51,18770.840145,1,1021.95,760.82,64.66,63.83,0.9247,1.9711,2.2955,38.0120,0.7822,2,0.1342,0.5623,2.3018
52,18770.857024,1,1021.98,759.80,63.98,62.73,0.9258,1.9918,2.3290,37.4653,0.7166,2,0.1361,0.5666,2.3329
53,18770.874373,1,1021.86,759.84,64.03,62.86,0.9258,1.9903,2.3236,37.5522,0.7514,2,0.1354,0.5656,2.3281
54,18770.893679,1,1022.02,760.51,64.22,64.08,0.9252,1.9845,2.2962,38.0008,0.7736,2,0.1345,0.5619,2.3043
55,18770.910584,1,1021.85,759.59,64.23,62.55,0.9241,1.9840,2.3473,37.1740,0.7594,2,0.1364,0.5690,2.3454
56,18770.926461,1,1022.12,759.77,64.02,62.98,0.9268,1.9908,2.2948,38.0245,0.7139,2,0.1349,0.5597,2.3045
57,18770.942286,1,1021.91,760.70,64.67,63.78,0.9252,1.9706,2.2930,38.0545,0.7730,2,0.1339,0.5611,2.2982
58,18770.958003,1,1021.84,759.79,64.27,62.45,0.9252,1.9831,2.3335,37.3932,0.7556,2,0.1357,0.5668,2.3336
59,18770.976986,1,1021.83,759.55,64.03,62.41,0.9258,1.9903,2.3493,37.1422,0.7592,2,0.1365,0.5696,2.3484
60,18770.993840,1,1022.00,760.56,63.94,63.75,0.9247,1.9933,2.3148,37.6952,0.6482,2,0.1355,0.5663,2.3215
61,18771.009675,1,1021.83,759.82,64.47,62.89,0.9252,1.9768,2.3090,37.7895,0.7872,2,0.1345,0.5619,2.3133
62,18771.025546,1,1021.84,759.75,63.89,62.94,0.9268,1.9947,2.3282,37.4781,0.7553,2,0.1356,0.5664,2.3327
63,18771.041399,1,1022.00,760.60,64.06,64.52,0.9241,1.9894,2.3051,37.8542,0.7711,2,0.1350,0.5643,2.3129
64,18771.057334,1,1021.76,759.61,63.98,62.78,0.9258,1.9918,2.3435,37.2339,0.7877,2,0.1361,0.5689,2.3447
65,18771.073264,1,1021.72,759.25,64.06,62.25,0.9258,1.9893,2.3436,37.2316,0.7291,2,0.1360,0.5678,2.3448
66,18771.090066,1,1021.97,761.06,64.31,64.69,0.9247,1.9816,2.2911,38.0852,0.7755,2,0.1342,0.5628,2.3005
67,18771.107059,1,1021.77,759.75,64.33,62.75,0.9258,1.9811,2.3407,37.2785,0.7812,2,0.1359,0.5683,2.3406
68,18771.122748,1,1021.93,759.55,64.02,62.05,0.9252,1.9908,2.3436,37.2330,0.7810,2,0.1367,0.5689,2.3453
69,18771.139189,1,1022.16,760.72,64.36,63.44,0.9247,1.9802,2.2884,38.1299,0.7902,2,0.1347,0.5611,2.2982
70,18771.156410,1,1022.02,759.93,64.03,63.23,0.9268,1.9903,2.3120,37.7419,0.6759,2,0.1354,0.5637,2.3191
71,18771.172289,1,1022.20,759.92,64.16,62.53,0.9252,1.9865,2.3133,37.7197,0.7023,2,0.1360,0.5637,2.3193
72,18771.189586,1,1022.02,760.97,64.39,64.06,0.9247,1.9792,2.2853,38.1827,0.8053,2,0.1340,0.5611,2.2947
73,18771.207169,1,1022.08,760.27,64.09,63.53,0.9258,1.9884,2.2904,38.0972,0.7155,2,0.1345,0.5602,2.3004
74,18771.222465,1,1021.70,759.77,63.80,62.34,0.9258,1.9976,2.3624,36.9358,0.7724,2,0.1368,0.5733,2.3609
75,18771.238939,1,1021.96,760.96,64.64,64.80,0.9258,1.9716,2.2836,38.2107,0.7919,2,0.1336,0.5603,2.2917
76,18771.256322,1,1021.71,760.02,64.14,63.16,0.9263,1.9869,2.3187,37.6317,0.7426,2,0.1347,0.5650,2.3232
77,18771.272918,1,1022.05,759.89,64.08,62.91,0.9247,1.9889,2.2979,37.9726,0.7079,2,0.1348,0.5606,2.3067
78,18771.290294,1,1021.71,760.83,64.27,64.16,0.9252,1.9830,2.3177,37.6481,0.7717,2,0.1346,0.5671,2.3214
79,18771.307097,1,1021.84,759.80,64.00,62.59,0.9252,1.9913,2.3297,37.4545,0.7609,2,0.1357,0.5667,2.3331
80,18771.322311,1,1021.74,760.23,64.20,63.47,0.9263,1.9850,2.3455,37.2015,0.7358,2,0.1360,0.5710,2.3451
81,18771.338827,1,1021.76,760.66,63.86,64.20,0.9241,1.9957,2.3119,37.7421,0.7572,2,0.1347,0.5664,2.3204
82,18771.356456,1,1021.71,759.77,64.27,62.84,0.9263,1.9830,2.3449,37.2118,0.7442,2,0.1359,0.5694,2.3446
83,18771.372316,1,1021.68,759.70,64.39,62.64,0.9252,1.9792,2.3395,37.2970,0.7713,2,0.1355,0.5680,2.3398
84,18771.389829,1,1021.94,760.47,64.44,63.62,0.9247,1.9778,2.2955,38.0119,0.8349,2,0.1343,0.5617,2.3037
85,18771.407120,1,1021.96,759.86,64.39,63.03,0.9268,1.9792,2.3164,37.6690,0.7625,2,0.1353,0.5638,2.3206
86,18771.422402,1,1021.80,760.10,64.14,63.39,0.9247,1.9869,2.3220,37.5789,0.7297,2,0.1352,0.5661,2.3267
87,18771.440394,1,1022.03,760.41,64.38,63.56,0.9252,1.9797,2.3091,37.7881,0.8060,2,0.1352,0.5641,2.3146
88,18771.457255,1,1021.86,759.79,64.47,63.08,0.9247,1.9768,2.3131,37.7231,0.7437,2,0.1348,0.5627,2.3170
89,18771.471928,1,1021.91,759.78,64.50,63.19,0.9263,1.9759,2.3063,37.8344,0.7614,2,0.1346,0.5613,2.3111
90,18771.490571,1,1022.05,761.02,64.83,64.59,0.9252,1.9659,2.2963,37.9986,0.8038,2,0.1345,0.5626,2.3006
91,18771.504994,1,1021.71,759.36,63.77,62.72,0.9252,1.9986,2.3389,37.3068,0.7126,2,0.1358,0.5674,2.3420
92,18771.522891,1,1022.01,759.62,63.98,62.62,0.9252,1.9918,2.3183,37.6389,0.6829,2,0.1357,0.5640,2.3242
93,18771.540484,1,1021.84,760.60,63.75,63.52,0.9247,1.9991,2.3207,37.6002,0.7275,2,0.1354,0.5680,2.3277
94,18771.556545,1,1022.10,759.75,63.92,62.88,0.9268,1.9938,2.3148,37.6948,0.7021,2,0.1359,0.5638,2.3219
95,18771.578391,1,1021.67,759.92,64.03,63.22,0.9258,1.9903,2.3215,37.5864,0.7259,2,0.1348,0.5655,2.3267
96,18771.595501,1,1021.97,760.93,64.25,64.05,0.9247,1.9836,2.3004,37.9312,0.7785,2,0.1346,0.5642,2.3080
97,18771.611381,1,1021.91,760.09,64.25,62.92,0.9258,1.9835,2.3033,37.8830,0.7584,2,0.1345,0.5620,2.3101
98,18771.627289,1,1021.70,759.89,63.86,62.53,0.9258,1.9956,2.3487,37.1522,0.7738,2,0.1362,0.5710,2.3496
99,18771.643184,1,1021.91,760.55,64.69,63.61,0.9247,1.9701,2.2935,38.0454,0.7818,2,0.1339,0.5609,2.2996
100,18771.659080,1,1021.82,759.99,64.05,62.55,0.9252,1.9898,2.3331,37.4005,0.7763,2,0.1358,0.5679,2.3357
101,18771.677161,1,1021.88,759.95,64.31,62.89,0.9258,1.9816,2.3036,37.8793,0.7556,2,0.1344,0.5616,2.3101
102,18771.698273,1,1022.02,761.36,64.91,64.16,0.9241,1.9635,2.3185,37.6356,0.7898,2,0.1354,0.5681,2.3182
103,18771.715457,1,1021.65,759.92,64.20,63.59,0.9258,1.9850,2.3243,37.5409,0.7641,2,0.1347,0.5657,2.3276
104,18771.731227,1,1021.91,759.66,64.19,62.64,0.9258,1.9855,2.3222,37.5753,0.8129,2,0.1355,0.5646,2.3261
105,18771.747028,1,1022.09,760.89,64.52,64.46,0.9247,1.9754,2.2919,38.0720,0.7813,2,0.1345,0.5619,2.2993
106,18771.763086,1,1021.96,759.73,64.27,62.84,0.9263,1.9831,2.3105,37.7658,0.7850,2,0.1350,0.5623,2.3157
107,18771.778932,1,1021.58,759.74,64.34,63.05,0.9241,1.9806,2.3339,37.3869,0.7637,2,0.1349,0.5668,2.3343
108,18771.796241,1,1021.85,760.91,64.23,64.19,0.9241,1.9840,2.3103,37.7692,0.7746,2,0.1347,0.5661,2.3160
109,18771.812045,1,1021.81,759.76,64.31,62.58,0.9241,1.9816,2.3515,37.1078,0.8003,2,0.1365,0.5704,2.3491
110,18771.827041,1,1021.77,759.73,64.47,62.45,0.9258,1.9768,2.3300,37.4502,0.7841,2,0.1353,0.5660,2.3311
111,18771.842985,1,1021.70,760.45,63.80,63.02,0.9241,1.9976,2.3063,37.8349,0.7760,2,0.1342,0.5646,2.3162
112,18771.858837,1,1021.96,759.74,64.27,63.05,0.9263,1.9831,2.3141,37.7074,0.7719,2,0.1353,0.5632,2.3193
113,18771.874692,1,1021.96,759.78,64.02,62.81,0.9258,1.9908,2.3151,37.6901,0.7510,2,0.1354,0.5639,2.3218
114,18771.893047,1,1021.85,760.67,63.80,63.09,0.9241,1.9976,2.3135,37.7170,0.7392,2,0.1350,0.5667,2.3218
115,18771.913670,1,1021.77,759.45,64.41,62.66,0.9252,1.9787,2.3480,37.1631,0.7121,2,0.1362,0.5687,2.3460
116,18771.930756,1,1021.97,759.62,63.62,62.62,0.9258,2.0030,2.3638,36.9142,0.6364,2,0.1379,0.5738,2.3647
117,18771.946669,1,1022.19,760.94,64.31,64.00,0.9247,1.9817,2.2827,38.2254,0.6802,2,0.1345,0.5608,2.2943
118,18771.962545,1,1021.71,759.62,64.02,62.25,0.9252,1.9908,2.3526,37.0906,0.7374,2,0.1364,0.5709,2.3527
119,18771.978496,1,1021.67,760.07,64.22,63.39,0.9258,1.9845,2.3239,37.5473,0.7535,2,0.1349,0.5664,2.3284
120,18771.994410,1,1021.91,761.00,64.56,64.19,0.9247,1.9739,2.2817,38.2418,0.8087,2,0.1334,0.5603,2.2914
121,18772.010290,1,1021.88,759.58,64.25,62.91,0.9263,1.9835,2.3103,37.7684,0.7978,2,0.1348,0.5619,2.3161
122,18772.026137,1,1021.92,760.03,63.84,62.62,0.9258,1.9962,2.3285,37.4733,0.7052,2,0.1360,0.5675,2.3335
123,18772.042082,1,1021.81,760.36,64.12,63.28,0.9241,1.9874,2.3257,37.5186,0.7765,2,0.1354,0.5676,2.3295
124,18772.057912,1,1021.84,759.81,64.19,63.31,0.9258,1.9855,2.3353,37.3644,0.7461,2,0.1359,0.5677,2.3370
125,18772.074026,1,1021.83,759.43,63.59,61.86,0.9263,2.0040,2.3513,37.1109,0.6633,2,0.1369,0.5706,2.3543
126,18772.089899,1,1022.07,760.92,64.55,63.72,0.9241,1.9744,2.2990,37.9553,0.7735,2,0.1348,0.5636,2.3056
127,18772.106809,1,1021.90,760.12,64.33,62.86,0.9252,1.9811,2.3136,37.7152,0.7950,2,0.1350,0.5642,2.3185
128,18772.122531,1,1021.95,759.58,63.67,62.16,0.9252,2.0016,2.3376,37.3285,0.6745,2,0.1365,0.5682,2.3423
129,18772.139163,1,1022.09,761.06,64.70,63.89,0.9247,1.9697,2.3031,37.8868,0.7279,2,0.1350,0.5645,2.3076
130,18772.156832,1,1021.70,759.62,64.28,62.62,0.9263,1.9825,2.3498,37.1334,0.7790,2,0.1361,0.5698,2.3482
131,18772.172692,1,1021.84,759.30,64.20,61.98,0.9241,1.9850,2.3350,37.3700,0.7229,2,0.1359,0.5660,2.3370
132,18772.190286,1,1021.94,759.91,63.81,62.81,0.9247,1.9971,2.3416,37.2634,0.6917,2,0.1367,0.5700,2.3452
133,18772.207010,1,1021.80,759.54,63.97,62.83,0.9258,1.9922,2.3592,36.9854,0.7576,2,0.1370,0.5721,2.3589
134,18772.222890,1,1021.80,759.95,63.84,62.39,0.9258,1.9961,2.3324,37.4103,0.7675,2,0.1358,0.5684,2.3382
135,18772.239350,1,1022.05,760.34,63.78,62.94,0.9241,1.9981,2.3368,37.3414,0.6927,2,0.1369,0.5706,2.3422
136,18772.257447,1,1021.76,759.95,64.67,63.14,0.9252,1.9706,2.2987,37.9603,0.7812,2,0.1338,0.5604,2.3051
137,18772.274734,1,1021.91,759.95,64.30,62.89,0.9252,1.9821,2.3069,37.8246,0.7791,2,0.1348,0.5624,2.3136
138,18772.289382,1,1021.88,760.73,64.30,64.03,0.9241,1.9821,2.2892,38.1174,0.7705,2,0.1338,0.5613,2.2987
139,18772.306386,1,1021.95,759.45,64.05,62.28,0.9258,1.9898,2.3409,37.2756,0.7269,2,0.1365,0.5677,2.3420
140,18772.322178,1,1021.90,759.95,64.33,62.89,0.9268,1.9811,2.3148,37.6963,0.8161,2,0.1350,0.5638,2.3192
141,18772.339611,1,1021.94,760.93,64.44,63.92,0.9252,1.9778,2.2945,38.0286,0.7770,2,0.1341,0.5626,2.3017
142,18772.356993,1,1021.97,759.58,63.75,62.72,0.9268,1.9991,2.3573,37.0163,0.6552,2,0.1375,0.5718,2.3571
143,18772.372279,1,1021.96,759.35,64.08,62.77,0.9268,1.9889,2.3354,37.3635,0.7516,2,0.1363,0.5664,2.3378
144,18772.390018,1,1021.88,760.80,64.36,63.80,0.9241,1.9802,2.3064,37.8330,0.8567,2,0.1346,0.5649,2.3124
145,18772.407297,1,1021.74,759.55,64.20,62.11,0.9252,1.9850,2.3476,37.1689,0.7532,2,0.1361,0.5692,2.3469
146,18772.422738,1,1021.93,759.88,64.02,62.58,0.9252,1.9908,2.3271,37.4969,0.7773,2,0.1359,0.5666,2.3317
147,18772.438915,1,1021.92,760.91,64.34,63.64,0.9241,1.9807,2.2793,38.2833,0.7792,2,0.1334,0.5598,2.2904
148,18772.456521,1,1022.08,759.42,63.78,62.09,0.9258,1.9982,2.3694,36.8276,0.6259,2,0.1384,0.5737,2.3672
149,18772.471940,1,1021.97,760.03,64.19,63.12,0.9258,1.9855,2.2934,38.0477,0.7793,2,0.1343,0.5601,2.3031
150,18772.489889,1,1022.02,760.79,63.97,63.95,0.9241,1.9923,2.3021,37.9030,0.6728,2,0.1350,0.5645,2.3113
151,18772.506973,1,1021.85,760.05,64.30,63.72,0.9268,1.9821,2.3003,37.9334,0.8175,2,0.1342,0.5612,2.3073
152,18772.522085,1,1021.77,759.45,64.03,62.77,0.9268,1.9903,2.3455,37.2023,0.7585,2,0.1362,0.5686,2.3458
153,18772.541055,1,1022.15,760.62,64.39,63.88,0.9252,1.9793,2.3009,37.9233,0.7922,2,0.1352,0.5631,2.3074
154,18772.556857,1,1021.77,759.57,64.03,62.39,0.9236,1.9903,2.3401,37.2880,0.7599,2,0.1359,0.5680,2.3416
155,18772.572754,1,1021.91,759.64,64.30,62.59,0.9247,1.9821,2.3164,37.6689,0.7541,2,0.1352,0.5632,2.3209
156,18772.594352,1,1021.91,760.97,64.31,64.19,0.9252,1.9816,2.2995,37.9457,0.7679,2,0.1343,0.5640,2.3069
157,18772.614154,1,1021.83,759.23,64.03,61.52,0.9236,1.9903,2.3437,37.2302,0.7462,2,0.1363,0.5676,2.3446
158,18772.630133,1,1022.12,759.77,63.70,62.66,0.9258,2.0006,2.3260,37.5136,0.7058,2,0.1365,0.5665,2.3328
159,18772.646067,1,1021.71,760.59,64.14,64.30,0.9247,1.9869,2.3184,37.6372,0.7976,2,0.1347,0.5669,2.3238
160,18772.662033,1,1021.98,759.73,63.91,62.77,0.9252,1.9942,2.3366,37.3435,0.6814,2,0.1365,0.5682,2.3402
161,18772.677957,1,1021.89,759.63,64.09,62.45,0.9247,1.9884,2.3432,37.2383,0.7235,2,0.1365,0.5690,2.3447
162,18772.693875,1,1021.91,760.95,64.30,64.02,0.9252,1.9821,2.2884,38.1299,0.8057,2,0.1339,0.5620,2.2987
163,18772.709787,1,1021.81,759.73,64.06,62.39,0.9263,1.9893,2.3607,36.9634,0.7628,2,0.1371,0.5727,2.3588
164,18772.725599,1,1021.89,759.73,64.16,62.41,0.9258,1.9864,2.3424,37.2513,0.7559,2,0.1365,0.5691,2.3439
165,18772.741482,1,1021.95,760.74,64.42,63.61,0.9247,1.9783,2.3019,37.9075,0.7599,2,0.1346,0.5638,2.3091
166,18772.757164,1,1021.88,760.23,64.55,63.33,0.9268,1.9744,2.3148,37.6950,0.7958,2,0.1349,0.5645,2.3184
167,18772.775975,1,1021.86,759.91,63.97,63.00,0.9252,1.9923,2.3350,37.3691,0.8032,2,0.1360,0.5684,2.3385
168,18772.792794,1,1022.15,761.02,64.20,64.53,0.9236,1.9850,2.2700,38.4391,0.6558,2,0.1327,0.5542,2.2662
169,18772.808624,1,1022.08,759.28,63.78,62.44,0.9258,1.9982,2.3531,37.0826,0.6589,2,0.1366,0.5655,2.3352
170,18772.824396,1,1021.97,759.66,64.12,63.00,0.9258,1.9874,2.3082,37.8033,0.7861,2,0.1340,0.5574,2.2969
171,18772.840351,1,1022.10,760.88,64.55,63.70,0.9247,1.9745,2.3015,37.9135,0.7943,2,0.1339,0.5592,2.2882
172,18772.856849,1,1021.92,759.99,64.03,63.30,0.9268,1.9903,2.3196,37.6170,0.7518,2,0.1343,0.5607,2.3058
173,18772.872800,1,1021.76,759.66,64.05,62.38,0.9263,1.9898,2.3525,37.0917,0.7533,2,0.1353,0.5660,2.3321
174,18772.888742,1,1022.29,760.84,64.36,63.80,0.9247,1.9802,2.2993,37.9500,0.6771,2,0.1344,0.5589,2.2875
175,18772.909373,1,1021.71,759.57,64.02,62.27,0.9258,1.9908,2.3400,37.2902,0.7134,2,0.1346,0.5633,2.3222
176,18772.928495,1,1021.97,759.85,64.00,62.58,0.9263,1.9913,2.3254,37.5234,0.7161,2,0.1348,0.5615,2.3109
177,18772.944412,1,1021.86,760.48,64.22,63.66,0.9252,1.9845,2.3134,37.7180,0.7357,2,0.1338,0.5608,2.2998
178,18772.960296,1,1021.74,760.05,63.70,63.17,0.9263,2.0005,2.3258,37.5176,0.7535,2,0.1342,0.5627,2.3131
179,18772.976257,1,1021.76,759.48,64.23,62.14,0.9258,1.9840,2.3437,37.2300,0.7502,2,0.1349,0.5635,2.3242
180,18772.992061,1,1021.80,760.48,63.97,63.59,0.9241,1.9922,2.3164,37.6698,0.7606,2,0.1338,0.5619,2.3042
181,18773.007723,1,1021.88,759.91,64.11,62.70,0.9258,1.9879,2.3268,37.5011,0.7469,2,0.1346,0.5618,2.3117
182,18773.023681,1,1021.83,759.64,64.09,62.59,0.9252,1.9884,2.3415,37.2664,0.7263,2,0.1351,0.5639,2.3237
183,18773.039728,1,1021.83,760.72,64.41,64.19,0.9252,1.9787,2.3069,37.8248,0.7438,2,0.1333,0.5601,2.2939
184,18773.057000,1,1021.76,759.35,64.05,61.33,0.9252,1.9898,2.3549,37.0541,0.7320,2,0.1355,0.5657,2.3348
185,18773.072585,1,1021.87,759.64,64.20,62.41,0.9247,1.9850,2.3407,37.2780,0.7287,2,0.1352,0.5637,2.3229
186,18773.089816,1,1022.08,761.05,64.09,64.16,0.9247,1.9884,2.2844,38.1970,0.6603,2,0.1322,0.5531,2.2611
187,18773.106529,1,1021.90,760.04,63.95,62.83,0.9258,1.9928,2.3318,37.4200,0.7596,2,0.1339,0.5592,2.2992
188,18773.122494,1,1021.86,759.93,64.53,63.36,0.9252,1.9749,2.3130,37.7246,0.7949,2,0.1326,0.5542,2.2802
189,18773.138305,1,1021.88,761.42,64.48,64.47,0.9247,1.9763,2.2925,38.0623,0.7517,2,0.1318,0.5549,2.2636
190,18773.156869,1,1021.91,760.12,64.17,63.36,0.9258,1.9860,2.3113,37.7529,0.7810,2,0.1328,0.5548,2.2801
191,18773.172119,1,1021.73,759.62,64.09,62.98,0.9263,1.9884,2.3343,37.3807,0.7688,2,0.1333,0.5578,2.2988
192,18773.188560,1,1022.12,760.70,64.50,63.84,0.9247,1.9759,2.2953,38.0159,0.7650,2,0.1326,0.5530,2.2651
193,18773.206398,1,1021.85,759.75,63.86,62.62,0.9263,1.9957,2.3032,37.8857,0.7510,2,0.1323,0.5525,2.2753
194,18773.222359,1,1022.07,759.80,64.23,62.80,0.9268,1.9841,2.3083,37.8011,0.7536,2,0.1331,0.5530,2.2768
195,18773.239082,1,1022.01,760.91,64.55,63.89,0.9241,1.9744,2.2951,38.0196,0.7505,2,0.1322,0.5534,2.2640
196,18773.256326,1,1021.81,760.11,64.31,62.53,0.9263,1.9816,2.3311,37.4324,0.7530,2,0.1333,0.5582,2.2940
197,18773.272273,1,1021.97,759.87,64.06,62.86,0.9247,1.9894,2.3026,37.8956,0.7789,2,0.1326,0.5524,2.2734
198,18773.288244,1,1021.97,761.14,64.62,64.41,0.9247,1.9720,2.2794,38.2814,0.8055,2,0.1313,0.5509,2.2510
199,18773.306116,1,1021.88,759.77,63.80,62.42,0.9263,1.9976,2.3328,37.4048,0.7195,2,0.1338,0.5583,2.2988
